央视,#genre#
CCTV-7 国防军事,http://118.113.157.64:4022/udp/239.93.1.67:5140
CCTV-8 电视剧,http://118.113.157.64:4022/udp/239.93.42.39:5140
CCTV-9 纪录,http://118.113.157.64:4022/udp/239.93.1.24:5140
CCTV-10 科教,http://118.113.157.64:4022/udp/239.93.1.28:5140
CCTV-11 戏曲,http://118.113.157.64:4022/udp/239.93.0.102:5140
CCTV-12 社会与法,http://118.113.157.64:4022/udp/239.93.1.30:8124
CCTV-13 新闻,http://118.113.157.64:4022/udp/239.93.0.66:5140
CCTV-14 少儿,http://118.113.157.64:4022/udp/239.93.1.29:6000
CCTV-15 音乐,http://118.113.157.64:4022/udp/239.93.0.103:5140
CCTV-17 农业农村,http://118.113.157.64:4022/udp/239.93.0.92:5140
CCTV-5+ 体育赛事,http://118.113.157.64:4022/udp/239.93.1.36:8004
CCTV-高尔夫·网球,http://118.113.157.64:4022/udp/239.93.1.54:5140
CCTV-13 新闻,http://118.113.157.64:4022/udp/239.93.1.251:8224
CCTV-文化精品,http://118.113.157.64:4022/udp/239.93.42.47:5140
CGTN-英语,http://118.113.157.64:4022/udp/239.93.0.104:5140
CETV-1,http://118.113.157.64:4022/udp/239.93.1.111:5140
CETV-2,http://118.113.157.64:4022/udp/239.93.0.113:5140
CETV-4,http://118.113.157.64:4022/udp/239.93.0.50:5140
CCTV-13 新闻,http://118.113.157.64:4022/udp/239.93.1.112:5140
CCTV-8 电视剧,http://118.113.157.64:4022/udp/239.93.0.203:9072
CGTN-西语,http://118.113.157.64:4022/udp/239.93.42.49:5140
CGTN-法语,http://118.113.157.64:4022/udp/239.93.42.50:5140
CHTV-百姓健康,http://118.113.157.64:4022/udp/239.93.42.35:5140
CCTV-怀旧剧场,http://118.113.157.64:4022/udp/239.93.1.198:5140
CCTV-第一剧场,http://118.113.157.64:4022/udp/239.93.1.197:5140
CCTV-风云剧场,http://118.113.157.64:4022/udp/239.93.1.156:5140

//重庆联通组播    113.206.155.235:8003/udp 77
CCTV-1 综合,http://113.206.155.235:8003/udp/225.0.4.74:7980
CCTV-2 财经,http://113.206.155.235:8003/udp/225.0.4.132:7980
CCTV-3 综艺,http://113.206.155.235:8003/udp/225.0.4.142:7980
CCTV-4 中文国际,http://113.206.155.235:8003/udp/225.0.4.176:7980
CCTV-5 体育,http://113.206.155.235:8003/udp/225.0.4.143:7980
CCTV-5+ 体育赛事,http://113.206.155.235:8003/udp/225.0.4.73:7980
CCTV-6 电影,http://113.206.155.235:8003/udp/225.0.4.144:7980
CCTV-7 国防军事,http://113.206.155.235:8003/udp/225.0.4.127:7980
CCTV-8 电视剧,http://113.206.155.235:8003/udp/225.0.4.137:7980
CCTV-9 纪录,http://113.206.155.235:8003/udp/225.0.4.131:7980
CCTV-10 科教,http://113.206.155.235:8003/udp/225.0.4.130:7980
CCTV-11 戏曲,http://113.206.155.235:8003/udp/225.0.4.218:7980
CCTV-12 社会与法,http://113.206.155.235:8003/udp/225.0.4.129:7980
CCTV-13 新闻,http://113.206.155.235:8003/udp/225.0.4.219:7980
CCTV-14 少儿,http://113.206.155.235:8003/udp/225.0.4.128:7980
CCTV-15 音乐,http://113.206.155.235:8003/udp/225.0.4.220:7980
CCTV-17 农业农村,http://113.206.155.235:8003/udp/225.0.4.179:7980
CGTN-英语,http://113.206.155.235:8003/udp/225.0.4.12:7980

//黑龙江电信 酒店源 112.101.78.50:9901/tsfile
CCTV-1 综合,http://112.101.78.50:9901/tsfile/live/0001_1.m3u8
CCTV-2 财经,http://112.101.78.50:9901/tsfile/live/0002_1.m3u8
CCTV-3 综艺,http://112.101.78.50:9901/tsfile/live/0003_1.m3u8
CCTV-4 中文国际,http://112.101.78.50:9901/tsfile/live/0004_1.m3u8
CCTV-5 体育,http://112.101.78.50:9901/tsfile/live/0005_1.m3u8
CCTV-6 电影,http://112.101.78.50:9901/tsfile/live/0006_1.m3u8
CCTV-7 国防军事,http://112.101.78.50:9901/tsfile/live/0007_1.m3u8
CCTV-8 电视剧,http://112.101.78.50:9901/tsfile/live/0008_1.m3u8
CCTV-9 纪录,http://112.101.78.50:9901/tsfile/live/0009_1.m3u8
CCTV-10 科教,http://112.101.78.50:9901/tsfile/live/0010_1.m3u8
CCTV-13 新闻,http://112.101.78.50:9901/tsfile/live/0013_1.m3u8
CCTV-14 少儿,http://112.101.78.50:9901/tsfile/live/0014_1.m3u8
CETV-1,http://112.101.78.50:9901/tsfile/live/1003_1.m3u8

卫视,#genre#
//网址
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8
//ottrrs.hl.chinamobile.com/PLTV
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226336/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
山东教育卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226034/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
//222.241.154.37:9901
湖南卫视,http://222.241.154.37:9901/tsfile/live/23019_1.m3u8
浙江卫视,http://222.241.154.37:9901/tsfile/live/23028_1.m3u8
江苏卫视,http://222.241.154.37:9901/tsfile/live/23029_1.m3u8
北京卫视,http://222.241.154.37:9901/tsfile/live/23030_1.m3u8
安徽卫视,http://222.241.154.37:9901/tsfile/live/23031_1.m3u8
天津卫视,http://222.241.154.37:9901/tsfile/live/23032_1.m3u8
东方卫视,http://222.241.154.37:9901/tsfile/live/23033_1.m3u8
江西卫视,http://222.241.154.37:9901/tsfile/live/23034_1.m3u8
深圳卫视,http://222.241.154.37:9901/tsfile/live/23035_1.m3u8
辽宁卫视,http://222.241.154.37:9901/tsfile/live/23036_1.m3u8
东南卫视,http://222.241.154.37:9901/tsfile/live/23037_1.m3u8
广东卫视,http://222.241.154.37:9901/tsfile/live/23038_1.m3u8
广西卫视,http://222.241.154.37:9901/tsfile/live/23039_1.m3u8
山东卫视,http://222.241.154.37:9901/tsfile/live/23040_1.m3u8
四川卫视,http://222.241.154.37:9901/tsfile/live/23041_1.m3u8
重庆卫视,http://222.241.154.37:9901/tsfile/live/23042_1.m3u8
云南卫视,http://222.241.154.37:9901/tsfile/live/23043_1.m3u8
海南卫视,http://222.241.154.37:9901/tsfile/live/23044_1.m3u8
黑龙江卫视,http://222.241.154.37:9901/tsfile/live/23045_1.m3u8
贵州卫视,http://222.241.154.37:9901/tsfile/live/23046_1.m3u8
河北卫视,http://222.241.154.37:9901/tsfile/live/23047_1.m3u8
陕西卫视,http://222.241.154.37:9901/tsfile/live/23048_1.m3u8
//118.113.157.64:4022/udp
四川卫视,http://118.113.157.64:4022/udp/239.93.0.169:5140
康巴卫视,http://118.113.157.64:4022/udp/239.93.0.41:5140
河南卫视,http://118.113.157.64:4022/udp/239.93.1.113:5140
四川卫视,http://118.113.157.64:4022/udp/239.93.0.20:1235
湖南卫视,http://118.113.157.64:4022/udp/239.93.0.88:5140
江苏卫视,http://118.113.157.64:4022/udp/239.93.0.89:5140
浙江卫视,http://118.113.157.64:4022/udp/239.93.0.124:5140
东方卫视,http://118.113.157.64:4022/udp/239.93.0.123:5140
北京卫视,http://118.113.157.64:4022/udp/239.93.0.180:5140
深圳卫视,http://118.113.157.64:4022/udp/239.93.0.182:5140
广东卫视,http://118.113.157.64:4022/udp/239.93.0.181:5140
天津卫视,http://118.113.157.64:4022/udp/239.93.0.167:5140
山东卫视,http://118.113.157.64:4022/udp/239.93.0.168:5140
江西卫视,http://118.113.157.64:4022/udp/239.93.0.134:5140
东南卫视,http://118.113.157.64:4022/udp/239.93.0.42:5140
黑龙江卫视,http://118.113.157.64:4022/udp/239.93.0.183:5140
重庆卫视,http://118.113.157.64:4022/udp/239.93.1.107:5140
贵州卫视,http://118.113.157.64:4022/udp/239.93.0.131:5140
湖北卫视,http://118.113.157.64:4022/udp/239.93.0.250:5140
安徽卫视,http://118.113.157.64:4022/udp/239.93.1.106:5140
河北卫视,http://118.113.157.64:4022/udp/239.93.0.132:5140
辽宁卫视,http://118.113.157.64:4022/udp/239.93.1.108:5140
云南卫视,http://118.113.157.64:4022/udp/239.93.1.174:5140
河南卫视,http://118.113.157.64:4022/udp/239.93.42.45:5140
广西卫视,http://118.113.157.64:4022/udp/239.93.42.46:5140
吉林卫视,http://118.113.157.64:4022/udp/239.93.0.248:5140
陕西卫视,http://118.113.157.64:4022/udp/239.93.0.176:5140
山西卫视,http://118.113.157.64:4022/udp/239.93.0.6:5140
内蒙古卫视,http://118.113.157.64:4022/udp/239.93.0.8:5140
青海卫视,http://118.113.157.64:4022/udp/239.93.0.192:5140
宁夏卫视,http://118.113.157.64:4022/udp/239.93.0.247:5140
西藏卫视,http://118.113.157.64:4022/udp/239.93.0.175:5140
新疆卫视,http://118.113.157.64:4022/udp/239.93.0.194:5140
甘肃卫视,http://118.113.157.64:4022/udp/239.93.0.81:5140
海南卫视,http://118.113.157.64:4022/udp/239.93.0.80:5140
兵团卫视,http://118.113.157.64:4022/udp/239.93.42.43:5140
厦门卫视,http://118.113.157.64:4022/udp/239.93.42.57:5140
三沙卫视,http://118.113.157.64:4022/udp/239.93.42.58:5140
山东教育卫视,http://118.113.157.64:4022/udp/239.93.1.196:5140
湖南卫视,http://113.206.155.235:8003/udp/225.0.4.75:7980
浙江卫视,http://113.206.155.235:8003/udp/225.0.4.81:7980
江苏卫视,http://113.206.155.235:8003/udp/225.0.4.79:7980
安徽卫视,http://113.206.155.235:8003/udp/225.0.4.133:7980
广东卫视,http://113.206.155.235:8003/udp/225.0.4.84:7980
北京卫视,http://113.206.155.235:8003/udp/225.0.4.78:7980
天津卫视,http://113.206.155.235:8003/udp/225.0.4.82:7980
辽宁卫视,http://113.206.155.235:8003/udp/225.0.4.98:7980
东方卫视,http://113.206.155.235:8003/udp/225.0.4.80:7980
河北卫视,http://113.206.155.235:8003/udp/225.0.4.174:7980
贵州卫视,http://113.206.155.235:8003/udp/225.0.4.175:7980
山东卫视,http://113.206.155.235:8003/udp/225.0.4.199:7980
东南卫视,http://113.206.155.235:8003/udp/225.0.4.200:7980
黑龙江卫视,http://113.206.155.235:8003/udp/225.0.4.201:7980
深圳卫视,http://113.206.155.235:8003/udp/225.0.4.202:7980
江西卫视,http://113.206.155.235:8003/udp/225.0.4.203:7980
四川卫视,http://113.206.155.235:8003/udp/225.0.4.204:7980
重庆卫视,http://113.206.155.235:8003/udp/225.0.4.187:7980

//黑龙江电信 112.101.78.50:9901/tsfile
安徽卫视,http://112.101.78.50:9901/tsfile/live/0130_1.m3u8
北京卫视,http://112.101.78.50:9901/tsfile/live/0122_1.m3u8
兵团卫视,http://112.101.78.50:9901/tsfile/live/0115_1.m3u8
东方卫视,http://112.101.78.50:9901/tsfile/live/0107_1.m3u8
东南卫视,http://112.101.78.50:9901/tsfile/live/0137_1.m3u8
广东卫视,http://112.101.78.50:9901/tsfile/live/0125_1.m3u8
河北卫视,http://112.101.78.50:9901/tsfile/live/0117_1.m3u8
黑龙江卫视,http://112.101.78.50:9901/tsfile/live/0143_1.m3u8
湖北卫视,http://112.101.78.50:9901/tsfile/live/0132_1.m3u8
湖南卫视,http://112.101.78.50:9901/tsfile/live/0128_1.m3u8
吉林卫视,http://112.101.78.50:9901/tsfile/live/0116_1.m3u8
江苏卫视,http://112.101.78.50:9901/tsfile/live/0127_1.m3u8
江西卫视,http://112.101.78.50:9901/tsfile/live/0138_1.m3u8
辽宁卫视,http://112.101.78.50:9901/tsfile/live/0121_1.m3u8
内蒙古卫视,http://112.101.78.50:9901/tsfile/live/0109_1.m3u8
宁夏卫视,http://112.101.78.50:9901/tsfile/live/0112_1.m3u8
山东教育卫视,http://112.101.78.50:9901/tsfile/live/1017_1.m3u8
山东卫视,http://112.101.78.50:9901/tsfile/live/0131_1.m3u8
山西卫视,http://112.101.78.50:9901/tsfile/live/0118_1.m3u8
陕西卫视,http://112.101.78.50:9901/tsfile/live/0136_1.m3u8
深圳卫视,http://112.101.78.50:9901/tsfile/live/0126_1.m3u8
浙江卫视,http://112.101.78.50:9901/tsfile/live/0124_1.m3u8
四川卫视,http://112.101.78.50:9901/tsfile/live/0123_1.m3u8
天津卫视,http://112.101.78.50:9901/tsfile/live/0135_1.m3u8
西藏卫视,http://112.101.78.50:9901/tsfile/live/0111_1.m3u8
新疆卫视,http://112.101.78.50:9901/tsfile/live/0110_1.m3u8
云南卫视,http://112.101.78.50:9901/tsfile/live/0119_1.m3u8
贵州卫视,http://112.101.78.50:9901/tsfile/live/0120_1.m3u8
重庆卫视,http://112.101.78.50:9901/tsfile/live/0142_1.m3u8
地方频道,#genre#
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
江苏-优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
北京-卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
上海-哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑龙江-都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江-都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
黑龙江-农业·科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江-少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江-少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
黑龙江-文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江-文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江-影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江-影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
//113.5.218.96:4022
江苏-优漫卡通,http://113.5.218.96:4022/udp/229.58.190.165:5000
//222.241.154.37:9901/tsfile
湖南-经视,http://222.241.154.37:9901/tsfile/live/23020_1.m3u8
湖南-都市,http://222.241.154.37:9901/tsfile/live/23021_1.m3u8
湖南-爱晚,http://222.241.154.37:9901/tsfile/live/23022_1.m3u8
湖南-娱乐,http://222.241.154.37:9901/tsfile/live/23023_1.m3u8
湖南-国际,http://222.241.154.37:9901/tsfile/live/23024_1.m3u8
湖南-电影,http://222.241.154.37:9901/tsfile/live/23025_1.m3u8
湖南-电视剧,http://222.241.154.37:9901/tsfile/live/23026_1.m3u8
湖南-教育,http://222.241.154.37:9901/tsfile/live/23027_1.m3u8
上海-炫动卡通,http://118.113.157.64:4022/udp/239.93.0.173:5140
广东-嘉佳卡通,http://118.113.157.64:4022/udp/239.93.0.246:5140
上海-纪实人文,http://118.113.157.64:4022/udp/239.93.1.137:5140
湖南-金鹰纪实,http://118.113.157.64:4022/udp/239.93.0.130:5140
星空音乐台CHANNEL-V,http://118.113.157.64:4022/udp/239.93.0.157:2194
星空音乐台CHANNEL-V,http://118.113.157.64:4022/udp/239.93.1.7:2194
四川-乡村,http://118.113.157.64:4022/udp/239.93.0.52:5140
四川-妇女儿童,http://118.113.157.64:4022/udp/239.93.0.219:5140
四川-影视文艺,http://118.113.157.64:4022/udp/239.93.0.166:5140
四川-经济,http://118.113.157.64:4022/udp/239.93.1.101:5140
四川-新闻,http://118.113.157.64:4022/udp/239.93.0.47:5140
四川-文化旅游,http://118.113.157.64:4022/udp/239.93.1.102:5140
四川-科教,http://118.113.157.64:4022/udp/239.93.42.44:5140
四川-峨眉电影,http://118.113.157.64:4022/udp/239.93.0.252:5140
河南-梨园频道,http://118.113.157.64:4022/udp/239.93.1.195:5140
陕西-农林卫视,http://118.113.157.64:4022/udp/239.93.0.100:5140
成都-1 综合,http://118.113.157.64:4022/udp/239.93.0.16:5140
成都-2 经济,http://118.113.157.64:4022/udp/239.93.0.17:1239
成都-3 生活,http://118.113.157.64:4022/udp/239.93.0.18:1238
成都-4 影视,http://118.113.157.64:4022/udp/239.93.0.19:1250
成都-5 公共,http://118.113.157.64:4022/udp/239.93.1.231:5140
成都-6 少儿,http://118.113.157.64:4022/udp/239.93.0.21:1251
北京-卡酷动画,http://118.113.157.64:4022/udp/239.93.0.208:5140
湖南-金鹰卡通,http://118.113.157.64:4022/udp/239.93.0.108:5140
江苏-优漫卡通,http://118.113.157.64:4022/udp/239.93.0.251:5140
杭州-求索纪录,http://118.113.157.64:4022/udp/239.93.42.24:5140
四川-熊猫体娱,http://118.113.157.64:4022/udp/239.93.0.94:5140
四川-熊猫少儿,http://118.113.157.64:4022/udp/239.93.1.189:5140
四川-熊猫影院,http://118.113.157.64:4022/udp/239.93.0.214:5140
四川-睛彩四川,http://118.113.157.64:4022/udp/239.93.0.126:5140
四川-熊猫频道,http://118.113.157.64:4022/udp/239.93.0.211:9148
四川-熊猫爱生活,http://118.113.157.64:4022/udp/239.93.1.190:5140
重庆-汽摩,http://118.113.157.64:4022/udp/239.93.0.62:5140
江苏-财富天下,http://118.113.157.64:4022/udp/239.93.0.116:9136
上海-纪实人文,http://118.113.157.64:4022/udp/239.93.1.154:5140
四川-成都-蓉城先锋,http://118.113.157.64:4022/udp/239.93.0.91:2101
四川-熊猫频道,http://118.113.157.64:4022/udp/239.93.1.178:5140
四川-i成都,http://118.113.157.64:4022/udp/239.93.1.104:1234
湖南-先锋乒羽,http://118.113.157.64:4022/udp/239.93.42.56:5140
贵州-天元围棋,http://118.113.157.64:4022/udp/239.93.42.55:5140
湖南-快乐垂钓,http://118.113.157.64:4022/udp/239.93.1.151:5140
湖南-茶频道,http://118.113.157.64:4022/udp/239.93.0.114:5140
重庆-新闻,http://113.206.155.235:8003/udp/225.0.4.188:7980
重庆-社会与法,http://113.206.155.235:8003/udp/225.0.4.190:7980
重庆-少儿,http://113.206.155.235:8003/udp/225.0.4.191:7980
重庆-影视,http://113.206.155.235:8003/udp/225.0.4.192:7980
重庆-科教,http://113.206.155.235:8003/udp/225.0.4.193:7980
重庆-文体娱乐,http://113.206.155.235:8003/udp/225.0.4.194:7980
重庆-汽摩,http://113.206.155.235:8003/udp/225.0.4.195:7980
重庆-时尚生活,http://113.206.155.235:8003/udp/225.0.4.196:7980
重庆-新农村,http://113.206.155.235:8003/udp/225.0.4.189:7980
重庆-移动,http://113.206.155.235:8003/udp/225.0.4.215:7980
重庆-新闻,http://113.206.155.235:8003/udp/225.0.4.59:7980
重庆-汽摩,http://113.206.155.235:8003/udp/225.0.4.61:7980
重庆-影视,http://113.206.155.235:8003/udp/225.0.4.62:7980
重庆-科教,http://113.206.155.235:8003/udp/225.0.4.63:7980
